date,home_team,away_team,home_score,away_score,home_odds,away_odds
28 Apr 2023 ,Atlanta Hawks,Boston Celtics,120,120–128,3.13,1.32
27 Apr 2023 ,Sacramento Kings,Golden State Warriors,116,116–123,1.97,1.69
27 Apr 2023 ,Milwaukee Bucks,Miami Heat,126,126–128,1.12,4.98
27 Apr 2023 ,Memphis Grizzlies,Los Angeles Lakers,Memphis Grizzlies,116,1.48,2.48
27 Apr 2023 ,Cleveland Cavaliers,New York Knicks,95,95–106,1.40,2.73
26 Apr 2023 ,Phoenix Suns,Los Angeles Clippers,Phoenix Suns,136,1.11,5.72
26 Apr 2023 ,Denver Nuggets,Minnesota Timberwolves,Denver Nuggets,112,1.18,4.28
26 Apr 2023 ,Boston Celtics,Atlanta Hawks,117,117–119,1.09,6.12
25 Apr 2023 ,Los Angeles Lakers,Memphis Grizzlies,Los Angeles Lakers,117,1.46,2.52
25 Apr 2023 ,Miami Heat,Milwaukee Bucks,Miami Heat,119,3.33,1.27
24 Apr 2023 ,Minnesota Timberwolves,Denver Nuggets,Minnesota Timberwolves,114,2.41,1.49
24 Apr 2023 ,Atlanta Hawks,Boston Celtics,121,121–129,3.25,1.29
23 Apr 2023 ,Golden State Warriors,Sacramento Kings,Golden State Warriors,126,1.25,3.28
23 Apr 2023 ,New York Knicks,Cleveland Cavaliers,New York Knicks,102,1.69,2.05
23 Apr 2023 ,Los Angeles Lakers,Memphis Grizzlies,Los Angeles Lakers,111,1.48,2.38
23 Apr 2023 ,Miami Heat,Milwaukee Bucks,Miami Heat,121,2.07,1.62
22 Apr 2023 ,Los Angeles Clippers,Phoenix Suns,100,100–112,3.23,1.27
22 Apr 2023 ,Brooklyn Nets,Philadelphia 76ers,88,88–96,1.92,1.70
22 Apr 2023 ,Minnesota Timberwolves,Denver Nuggets,111,111–120,1.95,1.72
22 Apr 2023 ,New York Knicks,Cleveland Cavaliers,New York Knicks,99,1.68,1.98
22 Apr 2023 ,Atlanta Hawks,Boston Celtics,Atlanta Hawks,130,2.71,1.39
21 Apr 2023 ,Los Angeles Clippers,Phoenix Suns,124,124–129,3.22,1.28
21 Apr 2023 ,Golden State Warriors,Sacramento Kings,Golden State Warriors,114,1.36,2.74
21 Apr 2023 ,Brooklyn Nets,Philadelphia 76ers,97,97–102,2.48,1.46
20 Apr 2023 ,Denver Nuggets,Minnesota Timberwolves,Denver Nuggets,122,1.23,3.43
20 Apr 2023 ,Milwaukee Bucks,Miami Heat,Milwaukee Bucks,138,1.38,2.77
20 Apr 2023 ,Memphis Grizzlies,Los Angeles Lakers,Memphis Grizzlies,103,1.90,1.79
19 Apr 2023 ,Phoenix Suns,Los Angeles Clippers,Phoenix Suns,123,1.25,3.55
19 Apr 2023 ,Cleveland Cavaliers,New York Knicks,Cleveland Cavaliers,107,1.38,2.77
19 Apr 2023 ,Boston Celtics,Atlanta Hawks,Boston Celtics,119,1.16,4.62
18 Apr 2023 ,Sacramento Kings,Golden State Warriors,Sacramento Kings,114,2.02,1.64
18 Apr 2023 ,Philadelphia 76ers,Brooklyn Nets,Philadelphia 76ers,96,1.17,4.38
17 Apr 2023 ,Denver Nuggets,Minnesota Timberwolves,Denver Nuggets,109,1.25,3.35
17 Apr 2023 ,Phoenix Suns,Los Angeles Clippers,110,110–115,1.26,3.28
16 Apr 2023 ,Milwaukee Bucks,Miami Heat,117,117–130,1.19,3.75
16 Apr 2023 ,Memphis Grizzlies,Los Angeles Lakers,112,112–128,1.44,2.47
16 Apr 2023 ,Sacramento Kings,Golden State Warriors,Sacramento Kings,126,1.77,1.86
16 Apr 2023 ,Cleveland Cavaliers,New York Knicks,97,97–101,1.39,2.50
15 Apr 2023 ,Boston Celtics,Atlanta Hawks,Boston Celtics,112,1.19,3.85
15 Apr 2023 ,Philadelphia 76ers,Brooklyn Nets,Philadelphia 76ers,121,1.22,3.55
15 Apr 2023 ,Minnesota Timberwolves,Oklahoma City Thunder,Minnesota Timberwolves,120,1.39,2.62
15 Apr 2023 ,Miami Heat,Chicago Bulls,Miami Heat,102,1.42,2.41
13 Apr 2023 ,New Orleans Pelicans,Oklahoma City Thunder,118,118–123,1.40,2.57
13 Apr 2023 ,Toronto Raptors,Chicago Bulls,105,105–109,1.38,2.65
12 Apr 2023 ,Los Angeles Lakers,Minnesota Timberwolves,Los Angeles Lakers,108,1.24,3.62
12 Apr 2023 ,Miami Heat,Atlanta Hawks,105,105–116,1.44,2.49
09 Apr 2023,Dallas Mavericks,San Antonio Spurs,117,117–138,1.50,2.30
09 Apr 2023,Denver Nuggets,Sacramento Kings,Denver Nuggets,109,2.48,1.43
09 Apr 2023,Los Angeles Lakers,Utah Jazz,Los Angeles Lakers,128,1.04,7.02
09 Apr 2023,Minnesota Timberwolves,New Orleans Pelicans,Minnesota Timberwolves,113,1.57,2.14
09 Apr 2023,Oklahoma City Thunder,Memphis Grizzlies,Oklahoma City Thunder,115,1.66,2.00
09 Apr 2023,Phoenix Suns,Los Angeles Clippers,114,114–119,4.07,1.16
09 Apr 2023,Portland Trail Blazers,Golden State Warriors,101,101–157,7.65,1.03
09 Apr 2023,Boston Celtics,Atlanta Hawks,Boston Celtics,120,1.44,2.36
09 Apr 2023,Brooklyn Nets,Philadelphia 76ers,105,105–134,1.70,1.89
09 Apr 2023,Cleveland Cavaliers,Charlotte Hornets,95,95–106,1.37,2.76
09 Apr 2023,Chicago Bulls,Detroit Pistons,Chicago Bulls,103,1.21,3.73
09 Apr 2023,Miami Heat,Orlando Magic,Miami Heat,123,1.41,2.59
09 Apr 2023,New York Knicks,Indiana Pacers,136,136–141,1.17,4.10
09 Apr 2023,Toronto Raptors,Milwaukee Bucks,Toronto Raptors,121,1.55,2.22
09 Apr 2023,Washington Wizards,Houston Rockets,109,109–114,2.29,1.52
08 Apr 2023,Los Angeles Clippers,Portland Trail Blazers,Los Angeles Clippers,136,1.03,8.95
08 Apr 2023,San Antonio Spurs,Minnesota Timberwolves,131,131–151,7.28,1.05
08 Apr 2023,Utah Jazz,Denver Nuggets,Utah Jazz,118,4.13,1.17
08 Apr 2023,Los Angeles Lakers,Phoenix Suns,Los Angeles Lakers,121,1.08,6.05
08 Apr 2023,Sacramento Kings,Golden State Warriors,97,97–119,4.55,1.13
08 Apr 2023,Dallas Mavericks,Chicago Bulls,112,112–115,1.69,1.98
08 Apr 2023,Milwaukee Bucks,Memphis Grizzlies,114,114–137,3.48,1.24
08 Apr 2023,New Orleans Pelicans,New York Knicks,New Orleans Pelicans,113,1.23,3.54
08 Apr 2023,Atlanta Hawks,Philadelphia 76ers,131,131–136,1.11,5.23
08 Apr 2023,Boston Celtics,Toronto Raptors,Boston Celtics,121,1.96,1.71
08 Apr 2023,Brooklyn Nets,Orlando Magic,Brooklyn Nets,101,1.19,4.03
08 Apr 2023,Charlotte Hornets,Houston Rockets,109,109–112,2.47,1.43
08 Apr 2023,Indiana Pacers,Detroit Pistons,115,115–122,1.36,2.74
08 Apr 2023,Washington Wizards,Miami Heat,Washington Wizards,114,2.28,1.51
07 Apr 2023,Phoenix Suns,Denver Nuggets,Phoenix Suns,119,1.09,5.38
07 Apr 2023,Utah Jazz,Oklahoma City Thunder,98,98–114,3.10,1.28
07 Apr 2023,San Antonio Spurs,Portland Trail Blazers,San Antonio Spurs,129,1.43,2.55
07 Apr 2023,Philadelphia 76ers,Miami Heat,101,101–129,1.68,2.00
07 Apr 2023,Orlando Magic,Cleveland Cavaliers,94,94–118,1.39,2.61
06 Apr 2023,Los Angeles Clippers,Los Angeles Lakers,Los Angeles Clippers,125,1.86,1.79
06 Apr 2023,Dallas Mavericks,Sacramento Kings,Dallas Mavericks,123,1.35,2.83
06 Apr 2023,New Orleans Pelicans,Memphis Grizzlies,New Orleans Pelicans,138,1.34,2.90
06 Apr 2023,Atlanta Hawks,Washington Wizards,Atlanta Hawks,134,1.09,5.80
06 Apr 2023,Boston Celtics,Toronto Raptors,Boston Celtics,97,1.83,1.83
06 Apr 2023,Milwaukee Bucks,Chicago Bulls,Milwaukee Bucks,105,1.40,2.57
06 Apr 2023,Detroit Pistons,Brooklyn Nets,108,108–123,4.38,1.13
06 Apr 2023,Indiana Pacers,New York Knicks,129,129–138,2.33,1.51
05 Apr 2023,Golden State Warriors,Oklahoma City Thunder,Golden State Warriors,136,1.28,3.10
05 Apr 2023,Phoenix Suns,San Antonio Spurs,Phoenix Suns,115,1.02,8.50
05 Apr 2023,Utah Jazz,Los Angeles Lakers,133,133–135,4.33,1.15
05 Apr 2023,Chicago Bulls,Atlanta Hawks,105,105–123,1.40,2.69
05 Apr 2023,Houston Rockets,Denver Nuggets,Houston Rockets,124,4.97,1.14
05 Apr 2023,Memphis Grizzlies,Portland Trail Blazers,Memphis Grizzlies,119,1.04,8.50
05 Apr 2023,New Orleans Pelicans,Sacramento Kings,103,103–121,1.52,2.33
05 Apr 2023,Philadelphia 76ers,Boston Celtics,Philadelphia 76ers,103,1.55,2.28
05 Apr 2023,Brooklyn Nets,Minnesota Timberwolves,102,102–107,2.21,1.56
05 Apr 2023,Charlotte Hornets,Toronto Raptors,100,100–120,7.80,1.04
05 Apr 2023,Detroit Pistons,Miami Heat,105,105–118,6.45,1.07
05 Apr 2023,Orlando Magic,Cleveland Cavaliers,113,113–117,2.34,1.51
05 Apr 2023,Washington Wizards,Milwaukee Bucks,128,128–140,6.03,1.08
03 Apr 2023,Denver Nuggets,Golden State Warriors,Denver Nuggets,112,2.27,1.53
03 Apr 2023,Cleveland Cavaliers,Indiana Pacers,Cleveland Cavaliers,115,1.10,5.67
03 Apr 2023,Milwaukee Bucks,Philadelphia 76ers,Milwaukee Bucks,117,1.42,2.56
03 Apr 2023,Houston Rockets,Los Angeles Lakers,109,109–134,5.23,1.10
03 Apr 2023,Oklahoma City Thunder,Phoenix Suns,118,118–128,2.55,1.40
03 Apr 2023,Atlanta Hawks,Dallas Mavericks,Atlanta Hawks,132,1.60,2.12
03 Apr 2023,New York Knicks,Washington Wizards,New York Knicks,118,1.14,4.93
03 Apr 2023,Orlando Magic,Detroit Pistons,Orlando Magic,128,1.14,4.57
03 Apr 2023,Sacramento Kings,San Antonio Spurs,134,134–142,1.04,7.85
02 Apr 2023,Brooklyn Nets,Utah Jazz,Brooklyn Nets,111,1.27,3.21
02 Apr 2023,Chicago Bulls,Memphis Grizzlies,Chicago Bulls,128,1.85,1.77
02 Apr 2023,Minnesota Timberwolves,Portland Trail Blazers,105,105–107,1.02,8.53
02 Apr 2023,Charlotte Hornets,Toronto Raptors,108,108–128,7.35,1.06
02 Apr 2023,New Orleans Pelicans,Los Angeles Clippers,New Orleans Pelicans,122,1.56,2.26
02 Apr 2023,Miami Heat,Dallas Mavericks,Miami Heat,129,2.00,1.68
01 Apr 2023,Phoenix Suns,Denver Nuggets,Phoenix Suns,100,1.09,5.48
01 Apr 2023,Golden State Warriors,San Antonio Spurs,Golden State Warriors,130,1.03,7.98
01 Apr 2023,Portland Trail Blazers,Sacramento Kings,114,114–138,6.62,1.05
01 Apr 2023,Houston Rockets,Detroit Pistons,Houston Rockets,121,1.37,2.76
01 Apr 2023,Memphis Grizzlies,Los Angeles Clippers,Memphis Grizzlies,108,1.43,2.56
01 Apr 2023,Minnesota Timberwolves,Los Angeles Lakers,111,111–123,1.93,1.74
01 Apr 2023,Boston Celtics,Utah Jazz,Boston Celtics,122,1.06,6.37
01 Apr 2023,Brooklyn Nets,Atlanta Hawks,Brooklyn Nets,124,1.92,1.75
01 Apr 2023,Cleveland Cavaliers,New York Knicks,116,116–130,1.55,2.23
01 Apr 2023,Charlotte Hornets,Chicago Bulls,91,91–121,4.48,1.14
01 Apr 2023,Indiana Pacers,Oklahoma City Thunder,Indiana Pacers,121,2.54,1.41
01 Apr 2023,Philadelphia 76ers,Toronto Raptors,Philadelphia 76ers,117,1.48,2.33
01 Apr 2023,Washington Wizards,Orlando Magic,109,109–116,2.43,1.44
31 Mar 2023,Denver Nuggets,New Orleans Pelicans,88,88–107,1.69,1.96
31 Mar 2023,Milwaukee Bucks,Boston Celtics,99,99–140,1.66,2.06
30 Mar 2023,Phoenix Suns,Minnesota Timberwolves,Phoenix Suns,107,1.36,2.81
30 Mar 2023,Portland Trail Blazers,Sacramento Kings,80,80–120,6.55,1.05
30 Mar 2023,Chicago Bulls,Los Angeles Lakers,110,110–121,2.31,1.51
30 Mar 2023,Memphis Grizzlies,Los Angeles Clippers,132,132–141,1.70,1.97
30 Mar 2023,Oklahoma City Thunder,Detroit Pistons,Oklahoma City Thunder,107,1.15,4.55
30 Mar 2023,San Antonio Spurs,Utah Jazz,117,117–128,2.01,1.68
30 Mar 2023,Brooklyn Nets,Houston Rockets,Brooklyn Nets,123,1.13,4.88
30 Mar 2023,New York Knicks,Miami Heat,New York Knicks,101,1.40,2.65
30 Mar 2023,Philadelphia 76ers,Dallas Mavericks,Philadelphia 76ers,116,1.38,2.72
30 Mar 2023,Indiana Pacers,Milwaukee Bucks,136,136–149,5.95,1.09
29 Mar 2023,Golden State Warriors,New Orleans Pelicans,Golden State Warriors,120,1.22,3.54
29 Mar 2023,Memphis Grizzlies,Orlando Magic,Memphis Grizzlies,113,1.34,2.87
29 Mar 2023,Oklahoma City Thunder,Charlotte Hornets,134,134–137,1.18,4.03
29 Mar 2023,Atlanta Hawks,Cleveland Cavaliers,Atlanta Hawks,120,1.66,2.08
29 Mar 2023,Toronto Raptors,Miami Heat,Toronto Raptors,106,1.41,2.64
29 Mar 2023,Washington Wizards,Boston Celtics,Washington Wizards,130,4.63,1.14
28 Mar 2023,Los Angeles Clippers,Chicago Bulls,Los Angeles Clippers,124,1.48,2.34
28 Mar 2023,Portland Trail Blazers,New Orleans Pelicans,90,90–124,4.80,1.13
28 Mar 2023,Sacramento Kings,Minnesota Timberwolves,115,115–119,1.38,2.78
28 Mar 2023,Denver Nuggets,Philadelphia 76ers,Denver Nuggets,116,1.27,3.37
28 Mar 2023,Utah Jazz,Phoenix Suns,103,103–117,2.52,1.44
28 Mar 2023,New York Knicks,Houston Rockets,New York Knicks,137,1.09,5.67
28 Mar 2023,Detroit Pistons,Milwaukee Bucks,117,117–126,5.75,1.08
28 Mar 2023,Indiana Pacers,Dallas Mavericks,104,104–127,3.14,1.27
27 Mar 2023,Golden State Warriors,Minnesota Timberwolves,96,96–99,1.39,2.75
27 Mar 2023,Portland Trail Blazers,Oklahoma City Thunder,112,112–118,4.18,1.17
27 Mar 2023,Atlanta Hawks,Memphis Grizzlies,119,119–123,2.00,1.68
27 Mar 2023,Boston Celtics,San Antonio Spurs,Boston Celtics,137,1.05,7.08
27 Mar 2023,Cleveland Cavaliers,Houston Rockets,Cleveland Cavaliers,108,1.07,6.30
27 Mar 2023,Orlando Magic,Brooklyn Nets,Orlando Magic,119,1.74,1.93
27 Mar 2023,Toronto Raptors,Washington Wizards,Toronto Raptors,114,1.17,4.40
26 Mar 2023,Los Angeles Lakers,Chicago Bulls,108,108–118,1.39,2.65
26 Mar 2023,Charlotte Hornets,Dallas Mavericks,Charlotte Hornets,110,5.40,1.10
26 Mar 2023,Los Angeles Clippers,New Orleans Pelicans,110,110–131,1.44,2.43
26 Mar 2023,Phoenix Suns,Philadelphia 76ers,Phoenix Suns,125,1.76,1.86
26 Mar 2023,Sacramento Kings,Utah Jazz,Sacramento Kings,121,1.22,3.53
26 Mar 2023,Denver Nuggets,Milwaukee Bucks,Denver Nuggets,129,1.56,2.16
26 Mar 2023,Miami Heat,Brooklyn Nets,100,100–129,1.38,2.69
25 Mar 2023,Atlanta Hawks,Indiana Pacers,Atlanta Hawks,143,1.17,4.22
25 Mar 2023,Los Angeles Lakers,Oklahoma City Thunder,Los Angeles Lakers,116,1.56,2.20
25 Mar 2023,Golden State Warriors,Philadelphia 76ers,Golden State Warriors,120,1.49,2.31
25 Mar 2023,Portland Trail Blazers,Chicago Bulls,96,96–124,3.10,1.28
25 Mar 2023,Sacramento Kings,Phoenix Suns,Sacramento Kings,135,1.52,2.25
25 Mar 2023,Utah Jazz,Milwaukee Bucks,116,116–144,3.72,1.22
25 Mar 2023,Dallas Mavericks,Charlotte Hornets,109,109–117,1.05,7.37
25 Mar 2023,Memphis Grizzlies,Houston Rockets,Memphis Grizzlies,151,1.08,5.87
25 Mar 2023,Toronto Raptors,Detroit Pistons,Toronto Raptors,118,1.06,6.62
25 Mar 2023,Boston Celtics,Indiana Pacers,Boston Celtics,120,1.14,4.48
25 Mar 2023,Washington Wizards,San Antonio Spurs,Washington Wizards,136,1.22,3.49
24 Mar 2023,Los Angeles Clippers,Oklahoma City Thunder,Los Angeles Clippers,127,1.45,2.41
24 Mar 2023,New Orleans Pelicans,Charlotte Hornets,New Orleans Pelicans,115,1.21,3.57
24 Mar 2023,Brooklyn Nets,Cleveland Cavaliers,114,114–116,2.22,1.53
24 Mar 2023,Orlando Magic,New York Knicks,Orlando Magic,111,2.05,1.63
23 Mar 2023,Los Angeles Lakers,Phoenix Suns,Los Angeles Lakers,122,1.76,1.87
23 Mar 2023,Utah Jazz,Portland Trail Blazers,115,115–127,1.43,2.54
23 Mar 2023,Chicago Bulls,Philadelphia 76ers,91,91–116,1.96,1.71
23 Mar 2023,Memphis Grizzlies,Houston Rockets,Memphis Grizzlies,130,1.09,5.70
23 Mar 2023,Milwaukee Bucks,San Antonio Spurs,Milwaukee Bucks,130,1.02,10.00
23 Mar 2023,Minnesota Timberwolves,Atlanta Hawks,Minnesota Timberwolves,125,1.49,2.38
23 Mar 2023,Dallas Mavericks,Golden State Warriors,125,125–127,2.13,1.60
23 Mar 2023,Miami Heat,New York Knicks,Miami Heat,127,1.71,1.96
23 Mar 2023,Toronto Raptors,Indiana Pacers,114,114–118,1.19,4.17
23 Mar 2023,Washington Wizards,Denver Nuggets,104,104–118,3.68,1.22
22 Mar 2023,Los Angeles Clippers,Oklahoma City Thunder,100,100–101,1.32,2.91
22 Mar 2023,Sacramento Kings,Boston Celtics,109,109–132,2.53,1.45
22 Mar 2023,New Orleans Pelicans,San Antonio Spurs,New Orleans Pelicans,119,1.08,5.68
22 Mar 2023,Atlanta Hawks,Detroit Pistons,Atlanta Hawks,129,1.07,5.98
22 Mar 2023,Brooklyn Nets,Cleveland Cavaliers,109,109–115,2.27,1.50
22 Mar 2023,Orlando Magic,Washington Wizards,Orlando Magic,122,1.81,1.84
21 Mar 2023,Utah Jazz,Sacramento Kings,Utah Jazz,128,2.95,1.32
21 Mar 2023,Houston Rockets,Golden State Warriors,108,108–121,4.60,1.12
21 Mar 2023,Memphis Grizzlies,Dallas Mavericks,Memphis Grizzlies,112,1.51,2.30
21 Mar 2023,New York Knicks,Minnesota Timberwolves,134,134–140,1.22,3.82
21 Mar 2023,Charlotte Hornets,Indiana Pacers,Charlotte Hornets,115,2.03,1.68
21 Mar 2023,Philadelphia 76ers,Chicago Bulls,105,105–109,1.23,3.74
20 Mar 2023,Los Angeles Lakers,Orlando Magic,Los Angeles Lakers,111,1.34,2.84
20 Mar 2023,Portland Trail Blazers,Los Angeles Clippers,102,102–117,2.39,1.49
20 Mar 2023,Milwaukee Bucks,Toronto Raptors,Milwaukee Bucks,118,1.28,3.17
20 Mar 2023,Houston Rockets,New Orleans Pelicans,107,107–117,2.59,1.39
19 Mar 2023,Detroit Pistons,Miami Heat,100,100–112,3.97,1.17
19 Mar 2023,San Antonio Spurs,Atlanta Hawks,San Antonio Spurs,126,4.07,1.18
19 Mar 2023,Brooklyn Nets,Denver Nuggets,102,102–108,2.10,1.59
19 Mar 2023,Oklahoma City Thunder,Phoenix Suns,Oklahoma City Thunder,124,1.77,1.84
19 Mar 2023,Utah Jazz,Boston Celtics,Utah Jazz,118,2.39,1.47
19 Mar 2023,Chicago Bulls,Miami Heat,Chicago Bulls,113,1.98,1.66
19 Mar 2023,Memphis Grizzlies,Golden State Warriors,Memphis Grizzlies,133,1.89,1.72
19 Mar 2023,Washington Wizards,Sacramento Kings,118,118–132,2.39,1.45
19 Mar 2023,Indiana Pacers,Philadelphia 76ers,121,121–141,2.41,1.45
19 Mar 2023,Toronto Raptors,Minnesota Timberwolves,Toronto Raptors,122,1.18,3.88
18 Mar 2023,Los Angeles Clippers,Orlando Magic,108,108–113,1.33,2.97
18 Mar 2023,New York Knicks,Denver Nuggets,New York Knicks,116,1.79,1.81
18 Mar 2023,Los Angeles Lakers,Dallas Mavericks,110,110–111,1.54,2.18
18 Mar 2023,Portland Trail Blazers,Boston Celtics,112,112–126,2.74,1.35
18 Mar 2023,Chicago Bulls,Minnesota Timberwolves,Chicago Bulls,139,1.63,2.06
18 Mar 2023,Houston Rockets,New Orleans Pelicans,Houston Rockets,114,2.59,1.40
18 Mar 2023,San Antonio Spurs,Memphis Grizzlies,120,120–126,3.54,1.23
18 Mar 2023,Atlanta Hawks,Golden State Warriors,Atlanta Hawks,127,1.57,2.19
18 Mar 2023,Cleveland Cavaliers,Washington Wizards,Cleveland Cavaliers,117,1.42,2.55
18 Mar 2023,Charlotte Hornets,Philadelphia 76ers,82,82–121,4.17,1.16
17 Mar 2023,Phoenix Suns,Orlando Magic,Phoenix Suns,116,1.26,3.44
17 Mar 2023,Milwaukee Bucks,Indiana Pacers,123,123–139,1.08,5.53
17 Mar 2023,Brooklyn Nets,Sacramento Kings,96,96–101,1.60,2.13
17 Mar 2023,Toronto Raptors,Oklahoma City Thunder,Toronto Raptors,128,1.34,2.83
17 Mar 2023,Detroit Pistons,Denver Nuggets,100,100–119,7.23,1.05
16 Mar 2023,Los Angeles Clippers,Golden State Warriors,Los Angeles Clippers,134,1.60,2.07
16 Mar 2023,San Antonio Spurs,Dallas Mavericks,128,128–137,2.34,1.52
16 Mar 2023,Chicago Bulls,Sacramento Kings,114,114–117,1.89,1.73
16 Mar 2023,Houston Rockets,Los Angeles Lakers,Houston Rockets,114,2.09,1.59
16 Mar 2023,Minnesota Timberwolves,Boston Celtics,102,102–104,2.53,1.45
16 Mar 2023,Cleveland Cavaliers,Philadelphia 76ers,109,109–118,2.07,1.64
16 Mar 2023,Miami Heat,Memphis Grizzlies,Miami Heat,138,1.50,2.34
15 Mar 2023,Phoenix Suns,Milwaukee Bucks,104,104–116,1.89,1.76
15 Mar 2023,Portland Trail Blazers,New York Knicks,107,107–123,2.01,1.66
15 Mar 2023,New Orleans Pelicans,Los Angeles Lakers,108,108–123,1.78,1.90
15 Mar 2023,Oklahoma City Thunder,Brooklyn Nets,Oklahoma City Thunder,121,1.78,1.91
15 Mar 2023,San Antonio Spurs,Orlando Magic,San Antonio Spurs,132,3.09,1.31
15 Mar 2023,Toronto Raptors,Denver Nuggets,Toronto Raptors,125,1.92,1.73
15 Mar 2023,Charlotte Hornets,Cleveland Cavaliers,104,104–120,2.59,1.40
15 Mar 2023,Washington Wizards,Detroit Pistons,Washington Wizards,117,1.08,5.88
14 Mar 2023,Golden State Warriors,Phoenix Suns,Golden State Warriors,123,1.47,2.33
14 Mar 2023,Sacramento Kings,Milwaukee Bucks,124,124–133,2.20,1.54
14 Mar 2023,Houston Rockets,Boston Celtics,Houston Rockets,111,5.97,1.08
14 Mar 2023,Atlanta Hawks,Minnesota Timberwolves,115,115–136,1.45,2.40
14 Mar 2023,Dallas Mavericks,Memphis Grizzlies,88,88–104,2.27,1.50
14 Mar 2023,Miami Heat,Utah Jazz,Miami Heat,119,1.23,3.38
14 Mar 2023,Detroit Pistons,Indiana Pacers,Detroit Pistons,117,2.27,1.52
13 Mar 2023,Los Angeles Lakers,New York Knicks,108,108–112,1.63,2.07
13 Mar 2023,New Orleans Pelicans,Portland Trail Blazers,New Orleans Pelicans,127,1.64,2.00
13 Mar 2023,San Antonio Spurs,Oklahoma City Thunder,90,90–102,2.18,1.57
12 Mar 2023,Philadelphia 76ers,Washington Wizards,Philadelphia 76ers,112,1.28,3.10
12 Mar 2023,Charlotte Hornets,Cleveland Cavaliers,108,108–114,4.40,1.14
